position,layer,auc,acc,f1,logloss,ece
prompt_last,0,0.5,0.21951219512195122,0.36,0.6931471805599453,0.2804878048780488
prompt_last,1,0.5189043209876543,0.6991869918699187,0.2127659574468085,1.4454720331990745,0.24216019151338372
prompt_last,2,0.5698302469135801,0.7560975609756098,0.2857142857142857,1.192820289834775,0.21071458812066118
prompt_last,3,0.6450617283950617,0.7317073170731707,0.2978723404255319,0.9085426479756065,0.1999510244271523
prompt_last,4,0.5640432098765432,0.7398373983739838,0.30434782608695654,1.0377059529944224,0.21613118748158336
prompt_last,5,0.537037037037037,0.6991869918699187,0.27450980392156865,1.1254367447716194,0.23864172895898528
prompt_last,6,0.5582561728395061,0.6829268292682927,0.2641509433962264,1.1154102485361297,0.25119214834657894
prompt_last,7,0.5378086419753086,0.6829268292682927,0.3157894736842105,1.2080447773340415,0.2581762348920804
prompt_last,8,0.5308641975308642,0.6747967479674797,0.2,1.4324858779455925,0.26092936566021485
prompt_last,9,0.5239197530864198,0.6341463414634146,0.21052631578947367,1.4624065140412819,0.2819841022912182
prompt_last,10,0.49729938271604934,0.6747967479674797,0.25925925925925924,1.5654581582601654,0.27476519511120545
prompt_last,11,0.5536265432098766,0.6910569105691057,0.32142857142857145,1.2471886578609426,0.2351186695799928
prompt_last,12,0.5713734567901235,0.7154471544715447,0.36363636363636365,1.4305318830449252,0.24170760425042565
prompt_last,13,0.6226851851851851,0.7398373983739838,0.4482758620689655,1.2135430024646323,0.2261063603553812
prompt_last,14,0.6334876543209876,0.7154471544715447,0.4262295081967213,1.1584650497203843,0.245635384603603
prompt_last,15,0.5825617283950618,0.6829268292682927,0.38095238095238093,1.3039521235362617,0.2758705232369043
prompt_last,16,0.6060956790123456,0.7154471544715447,0.38596491228070173,1.1935532565316005,0.2556419408911806
prompt_last,17,0.6161265432098765,0.7398373983739838,0.42857142857142855,1.266848854229253,0.22004867908905057
prompt_last,18,0.5744598765432098,0.6991869918699187,0.32727272727272727,1.277746598894881,0.24815691806200546
prompt_last,19,0.6284722222222222,0.7398373983739838,0.4074074074074074,1.3239829774936887,0.23299157198501233
prompt_last,20,0.6604938271604938,0.7154471544715447,0.38596491228070173,1.079391066391922,0.23315649195397087
prompt_last,21,0.6755401234567902,0.7154471544715447,0.4262295081967213,1.2453040626256866,0.24614197640426283
prompt_last,22,0.628858024691358,0.7073170731707317,0.4,1.3030044943520844,0.2638244357020429
prompt_last,23,0.7345679012345679,0.7317073170731707,0.42105263157894735,0.8920036927292713,0.202110346962426
prompt_last,24,0.712962962962963,0.7317073170731707,0.45901639344262296,1.079873586545975,0.22078224315877787
prompt_last,25,0.6874999999999999,0.7235772357723578,0.43333333333333335,1.0434346449132736,0.20085052280184396
prompt_last,26,0.6847993827160493,0.7235772357723578,0.41379310344827586,1.0184971669434129,0.2425494629305353
prompt_last,27,0.6566358024691358,0.6666666666666666,0.36923076923076925,1.2648299116403732,0.30289026167998906
prompt_last,28,0.7604166666666667,0.7560975609756098,0.5,1.0515067655335213,0.19118516130768615
prompt_last,29,0.7727623456790124,0.7642276422764228,0.4528301886792453,0.9269540770266942,0.1895273810907464
prompt_last,30,0.7750771604938271,0.7723577235772358,0.5,0.8920850868255273,0.1754808212378826
prompt_last,31,0.7781635802469136,0.7804878048780488,0.5263157894736842,0.7802798707963918,0.1620258989079263
prompt_last,32,0.7642746913580247,0.7886178861788617,0.5517241379310345,1.0093900965423022,0.20030552763643322
prompt_last,33,0.7696759259259259,0.8048780487804879,0.5862068965517241,1.1005219394366161,0.18629963926047444
prompt_last,34,0.7820216049382716,0.7886178861788617,0.5517241379310345,1.0596229546718923,0.1823060321541289
prompt_last,35,0.785108024691358,0.7642276422764228,0.5396825396825397,1.01309820473351,0.18076326958633426
prompt_last,36,0.7708333333333334,0.7398373983739838,0.4838709677419355,1.0471410892306854,0.1856852628004801
answer_first,0,0.8805941358024691,0.7886178861788617,0.6388888888888888,0.5389729944016888,0.1339367762972916
answer_first,1,0.8595679012345678,0.7804878048780488,0.6301369863013698,0.5628773411309171,0.15059359867482885
answer_first,2,0.8684413580246915,0.8048780487804879,0.6571428571428571,0.5739970506319241,0.13496742315598878
answer_first,3,0.8591820987654322,0.8130081300813008,0.6567164179104478,0.5913493238878683,0.15186299522947044
answer_first,4,0.8294753086419753,0.7886178861788617,0.59375,0.6653621368580214,0.15363251162173763
answer_first,5,0.8314043209876543,0.7479674796747967,0.5079365079365079,0.7082705174862711,0.17454631319829433
answer_first,6,0.8240740740740741,0.7560975609756098,0.5454545454545454,0.7836321570042424,0.17398729819049005
answer_first,7,0.8310185185185186,0.7479674796747967,0.5507246376811594,0.7149206038255758,0.18135324974578404
answer_first,8,0.8271604938271605,0.7723577235772358,0.5625,0.7604019578844177,0.18833056854914357
answer_first,9,0.8352623456790124,0.7560975609756098,0.5454545454545454,0.7173445868594835,0.16708030558782386
answer_first,10,0.8302469135802468,0.7642276422764228,0.5671641791044776,0.752222187441886,0.18118105756262107
answer_first,11,0.8379629629629629,0.7479674796747967,0.5507246376811594,0.7629155284177868,0.1959222047448574
answer_first,12,0.8730709876543209,0.7967479674796748,0.6031746031746031,0.7240258525564126,0.17083922467606688
answer_first,13,0.8800154320987654,0.7804878048780488,0.5846153846153846,0.6178733892997813,0.17289458379562786
answer_first,14,0.8900462962962963,0.8455284552845529,0.6779661016949152,0.5699375931624512,0.14571685841359536
answer_first,15,0.8688271604938271,0.8130081300813008,0.6349206349206349,0.6903649186848245,0.1486509634424839
answer_first,16,0.8680555555555556,0.7967479674796748,0.576271186440678,0.6815259861791416,0.14718102386372145
answer_first,17,0.8761574074074074,0.8292682926829268,0.631578947368421,0.5679392293229828,0.12069098841275777
answer_first,18,0.8726851851851851,0.8130081300813008,0.6567164179104478,0.5905496078452755,0.12302177417197402
answer_first,19,0.8773148148148149,0.8048780487804879,0.5862068965517241,0.5880294656018221,0.13223244748222332
answer_first,20,0.8838734567901234,0.7886178861788617,0.5517241379310345,0.5682045815840222,0.15727241738353304
answer_first,21,0.8622685185185185,0.7886178861788617,0.5666666666666667,0.6642088510805227,0.1615579103346897
answer_first,22,0.8383487654320988,0.7479674796747967,0.5230769230769231,0.7538298736571288,0.19379103465186248
answer_first,23,0.8279320987654322,0.7479674796747967,0.5230769230769231,0.86545520525956,0.20469397021278857
answer_first,24,0.849537037037037,0.7804878048780488,0.5573770491803278,0.7582575574887921,0.16860959538342118
answer_first,25,0.8564814814814814,0.8130081300813008,0.6349206349206349,0.7343222034130181,0.14493744127734473
answer_first,26,0.8541666666666666,0.8048780487804879,0.6,0.6581853843926151,0.15907783356257202
answer_first,27,0.8568672839506173,0.8130081300813008,0.6101694915254238,0.6178431733349458,0.143727837794905
answer_first,28,0.8834876543209876,0.8130081300813008,0.6101694915254238,0.5386304539164593,0.12667095664520286
answer_first,29,0.8923611111111112,0.8211382113821138,0.6206896551724138,0.4971448912966417,0.131807724182311
answer_first,30,0.8877314814814815,0.8130081300813008,0.6349206349206349,0.49869090911511044,0.12062395883219033
answer_first,31,0.884645061728395,0.8048780487804879,0.6363636363636364,0.5797759465187674,0.14778867895206882
answer_first,32,0.8537808641975309,0.7967479674796748,0.6031746031746031,0.6817236880939351,0.13529912692350482
answer_first,33,0.8692129629629629,0.8048780487804879,0.6363636363636364,0.6668159711526255,0.15907618915925598
answer_first,34,0.8695987654320987,0.7886178861788617,0.6285714285714286,0.6335056380322026,0.14526600588749283
answer_first,35,0.8834876543209877,0.8130081300813008,0.6229508196721312,0.5695621230385508,0.12612170946161244
answer_first,36,0.8792438271604939,0.7967479674796748,0.576271186440678,0.5734935968886474,0.12585172895686586
answer_last,0,0.8900462962962963,0.7886178861788617,0.6176470588235294,0.3799113625885923,0.12174719570631425
answer_last,1,0.8850308641975309,0.8048780487804879,0.6571428571428571,0.49178095851424336,0.14254322120067064
answer_last,2,0.8877314814814814,0.8048780487804879,0.6571428571428571,0.5096463085402886,0.13296144347467825
answer_last,3,0.892746913580247,0.8130081300813008,0.6567164179104478,0.4697018477966494,0.10832200112435372
answer_last,4,0.8742283950617283,0.7723577235772358,0.5483870967741935,0.530974946672645,0.14254620525635175
answer_last,5,0.8684413580246912,0.7804878048780488,0.5714285714285714,0.559637749722465,0.14376813043118047
answer_last,6,0.8603395061728396,0.8048780487804879,0.625,0.6084525813832629,0.1533403956426001
answer_last,7,0.847608024691358,0.7886178861788617,0.59375,0.7236923609574348,0.14717545247649383
answer_last,8,0.8121141975308642,0.7642276422764228,0.5538461538461539,0.8356400417352738,0.16311065904231015
answer_last,9,0.8402777777777778,0.8048780487804879,0.6129032258064516,0.6909936572702957,0.14504690280952232
answer_last,10,0.8321759259259259,0.8211382113821138,0.6333333333333333,0.6609337068901856,0.14772305236061267
answer_last,11,0.8132716049382717,0.7560975609756098,0.5454545454545454,0.9106523844683603,0.1901129810667046
answer_last,12,0.871141975308642,0.8130081300813008,0.6349206349206349,0.6876258311048505,0.14625209142938833
answer_last,13,0.8885030864197531,0.8130081300813008,0.6349206349206349,0.5739520542253219,0.13552291416098494
answer_last,14,0.9058641975308641,0.8130081300813008,0.6567164179104478,0.5251930933283273,0.14870413053114445
answer_last,15,0.8742283950617283,0.8048780487804879,0.6470588235294118,0.7090502140137901,0.16845758072491868
answer_last,16,0.8634259259259258,0.7967479674796748,0.6153846153846154,0.7019625124112789,0.15335137628214046
answer_last,17,0.8622685185185185,0.8048780487804879,0.6129032258064516,0.6366188550332346,0.1497134523958986
answer_last,18,0.8676697530864197,0.8048780487804879,0.6129032258064516,0.6220331568928044,0.1506278515407484
answer_last,19,0.8769290123456791,0.7967479674796748,0.6031746031746031,0.6054437291306639,0.14181456075188412
answer_last,20,0.8738425925925926,0.7886178861788617,0.5666666666666667,0.6047071243023561,0.1534419368985869
answer_last,21,0.8804012345679011,0.8048780487804879,0.5862068965517241,0.628648340566223,0.15844411172684897
answer_last,22,0.8738425925925926,0.7886178861788617,0.5517241379310345,0.7020766656365145,0.1799977361868117
answer_last,23,0.8557098765432098,0.7967479674796748,0.576271186440678,0.7720872012121182,0.15233973836180154
