position,layer,auc,acc,f1,logloss,ece
prompt_last,0,0.5,0.26666666666666666,0.42105263157894735,0.6931471805599454,0.23333333333333334
prompt_last,1,0.7209595959595959,0.7111111111111111,0.4090909090909091,1.386440308699257,0.2530875556621566
prompt_last,2,0.740530303030303,0.7555555555555555,0.45,1.2553272290687418,0.22036763616251415
prompt_last,3,0.6982323232323233,0.7555555555555555,0.47619047619047616,1.3071510954307286,0.23050415253005707
prompt_last,4,0.6571969696969697,0.7666666666666667,0.5116279069767442,1.3822238131799924,0.238389189497388
prompt_last,5,0.6780303030303031,0.7555555555555555,0.47619047619047616,1.3104892371976962,0.2300372202716293
prompt_last,6,0.6824494949494949,0.7444444444444445,0.46511627906976744,1.3619424200643098,0.23754797429368
prompt_last,7,0.6925505050505051,0.7333333333333333,0.5,1.3891298448914398,0.21484519224780396
prompt_last,8,0.6887626262626263,0.7333333333333333,0.45454545454545453,1.4620671328131052,0.2249155221656744
prompt_last,9,0.6540404040404041,0.7222222222222222,0.46808510638297873,1.6525542566143938,0.23570648047225642
prompt_last,10,0.638888888888889,0.7222222222222222,0.4444444444444444,1.6562215683699892,0.25295033025101316
prompt_last,11,0.6654040404040404,0.7444444444444445,0.46511627906976744,1.5065194679762588,0.2201300543375125
prompt_last,12,0.6496212121212122,0.7444444444444445,0.4888888888888889,1.6274778004884616,0.2070442790730901
prompt_last,13,0.6780303030303031,0.7555555555555555,0.5,1.45794835869663,0.20408591088923406
prompt_last,14,0.6660353535353535,0.7111111111111111,0.43478260869565216,1.4651065438126352,0.22732545060300097
prompt_last,15,0.6881313131313131,0.7444444444444445,0.4888888888888889,1.3869973827162134,0.2197489234192403
prompt_last,16,0.6893939393939394,0.7666666666666667,0.5116279069767442,1.4045231599676884,0.20610369339764772
prompt_last,17,0.6938131313131313,0.7666666666666667,0.5333333333333333,1.4322627922612419,0.20177895741478288
prompt_last,18,0.7051767676767676,0.7888888888888889,0.5777777777777777,1.4414858703886408,0.21705734755006825
prompt_last,19,0.7001262626262627,0.7555555555555555,0.47619047619047616,1.509341523223656,0.23056185247549743
prompt_last,20,0.7070707070707071,0.7555555555555555,0.5,1.6401481651091858,0.22774789970548065
prompt_last,21,0.6704545454545454,0.7444444444444445,0.4888888888888889,1.5341802196621375,0.2511027160717297
prompt_last,22,0.6515151515151515,0.7666666666666667,0.5116279069767442,1.4848981174485465,0.20570181023093592
prompt_last,23,0.7083333333333333,0.8,0.5909090909090909,1.2810271075371138,0.19061923783927698
prompt_last,24,0.7026515151515151,0.7888888888888889,0.5581395348837209,1.3777536843079852,0.2195886623877752
prompt_last,25,0.638888888888889,0.7444444444444445,0.4888888888888889,1.6143295549386223,0.22834790424839452
prompt_last,26,0.6755050505050505,0.7555555555555555,0.5217391304347826,1.4878874496291783,0.21125123715607888
prompt_last,27,0.6609848484848485,0.7555555555555555,0.5416666666666666,1.4978569991486628,0.23101009158199526
prompt_last,28,0.678030303030303,0.7666666666666667,0.5333333333333333,1.3213937602424308,0.2124435544226867
prompt_last,29,0.7026515151515151,0.7666666666666667,0.5531914893617021,1.2561874518905827,0.20774325951020017
prompt_last,30,0.7304292929292929,0.7777777777777778,0.5454545454545454,1.280182571604998,0.21937098376205094
prompt_last,31,0.7525252525252525,0.7888888888888889,0.5777777777777777,1.1941780835896514,0.22202411095051572
prompt_last,32,0.6982323232323232,0.7888888888888889,0.5777777777777777,1.268979632580396,0.19996821406388526
prompt_last,33,0.6963383838383838,0.7777777777777778,0.5454545454545454,1.1762801679715418,0.1920887789274827
prompt_last,34,0.706439393939394,0.8,0.5909090909090909,1.1021424776005082,0.21079187544300357
prompt_last,35,0.7121212121212122,0.7888888888888889,0.5777777777777777,1.1407869247918028,0.1874808604491814
prompt_last,36,0.69760101010101,0.7777777777777778,0.5454545454545454,1.0838909491300444,0.18652169727510765
answer_first,0,0.6470959595959597,0.7555555555555555,0.5416666666666666,1.1343407744297909,0.22838472830021517
answer_first,1,0.7512626262626262,0.7888888888888889,0.5957446808510638,0.9840143060899371,0.2095360294631245
answer_first,2,0.7720959595959596,0.8,0.6086956521739131,0.9573476135973913,0.19308632320307348
answer_first,3,0.7323232323232324,0.7888888888888889,0.5777777777777777,1.045329036917702,0.1844557505502419
answer_first,4,0.6931818181818181,0.8111111111111111,0.5853658536585366,1.1880505507352823,0.16118245495322817
answer_first,5,0.7272727272727273,0.7888888888888889,0.5777777777777777,1.031576424553299,0.1720011558042543
answer_first,6,0.7108585858585859,0.7888888888888889,0.5581395348837209,1.1464535771631512,0.1972559454925331
answer_first,7,0.6900252525252525,0.7888888888888889,0.5581395348837209,1.1592204631641663,0.19085988828114808
answer_first,8,0.711489898989899,0.8111111111111111,0.5853658536585366,1.096338192598307,0.1755796951369625
answer_first,9,0.6767676767676769,0.8222222222222222,0.6190476190476191,1.1672720544462063,0.16167309210478467
