position,layer,auc,acc,f1,logloss,ece
prompt_last,0,0.5,0.2866666666666667,0.44559585492227977,0.6931471805599454,0.21333333333333332
prompt_last,1,0.6087806998478591,0.6666666666666666,0.4186046511627907,1.690840487364175,0.2733355030014421
prompt_last,2,0.5961747446207347,0.6466666666666666,0.3764705882352941,1.6644034011192386,0.2873520775167944
prompt_last,3,0.5937839600086938,0.6466666666666666,0.39080459770114945,1.5824651764183493,0.29419345005846265
prompt_last,4,0.6005216257335362,0.6333333333333333,0.3956043956043956,1.366231656272653,0.27693042967994064
prompt_last,5,0.6439904368615519,0.6866666666666666,0.47191011235955055,1.2226455754401664,0.250754547002608
prompt_last,6,0.6576831123668767,0.6733333333333333,0.4367816091954023,1.1707257389462442,0.2734580660036722
prompt_last,7,0.6524668550315149,0.6466666666666666,0.4175824175824176,1.2350036064142313,0.2742916625139177
prompt_last,8,0.6335579221908281,0.6733333333333333,0.4235294117647059,1.3141702428291706,0.26527451655288237
prompt_last,9,0.6263855683547055,0.6533333333333333,0.4090909090909091,1.3773103642480997,0.2736255269470317
prompt_last,10,0.6066072592914583,0.6666666666666666,0.4186046511627907,1.4438580099901617,0.26783593450689364
prompt_last,11,0.6066072592914583,0.66,0.41379310344827586,1.546417374802032,0.26807310559868236
prompt_last,12,0.6135622690719409,0.6533333333333333,0.38095238095238093,1.6099917357964617,0.2783322825275053
prompt_last,13,0.6313844816344273,0.7,0.4578313253012048,1.518321189425333,0.2604316999926713
prompt_last,14,0.6342099543577483,0.66,0.37037037037037035,1.5107793649242758,0.3041766279184089
prompt_last,15,0.6770267333188438,0.72,0.46153846153846156,1.2725097688933935,0.24625215488118268
prompt_last,16,0.7002825472723321,0.6733333333333333,0.379746835443038,1.2360005336703948,0.24509914744546502
prompt_last,17,0.7004998913279722,0.66,0.4631578947368421,1.381677551641842,0.27008306515708597
prompt_last,18,0.7367963486198652,0.7333333333333333,0.5652173913043478,1.2457509613074802,0.2336019335706907
prompt_last,19,0.7209302325581396,0.72,0.5,1.2595886101701597,0.21959038723901994
prompt_last,20,0.733318843729624,0.7,0.43037974683544306,1.0835940403842796,0.22044768039618362
prompt_last,21,0.7011519234948924,0.7066666666666667,0.4634146341463415,1.295972810464431,0.24793058104922147
prompt_last,22,0.6876765920452076,0.7133333333333334,0.45569620253164556,1.434145372296237,0.23762569301998462
prompt_last,23,0.7354922842860249,0.7733333333333333,0.5641025641025641,1.259700279618701,0.20549869282139535
prompt_last,24,0.7217996087806998,0.7466666666666667,0.4864864864864865,1.188071080300669,0.21508605179764934
prompt_last,25,0.7370136926755053,0.76,0.5609756097560976,1.3837508598421124,0.1974253281283228
prompt_last,26,0.7146272549445772,0.7266666666666667,0.5176470588235295,1.516702472394997,0.22982075452804318
prompt_last,27,0.7104977178874158,0.7666666666666667,0.5977011494252874,1.230552201854116,0.21607440759541877
prompt_last,28,0.7476635514018692,0.72,0.5116279069767442,1.1117988419141935,0.1952850911964813
prompt_last,29,0.7211475766137796,0.7066666666666667,0.47619047619047616,1.2429615743239801,0.25572107413472284
prompt_last,30,0.7191914801130189,0.68,0.4418604651162791,1.2610390812825347,0.2535238732665315
prompt_last,31,0.7289719626168225,0.6733333333333333,0.4235294117647059,1.1780518102440625,0.24663389923243662
prompt_last,32,0.6785481417083242,0.6933333333333334,0.34285714285714286,1.393781212187339,0.2651639430394332
prompt_last,33,0.7163660073896979,0.7266666666666667,0.4533333333333333,1.2837899377271216,0.25261447757090577
prompt_last,34,0.7259291458378613,0.7,0.4578313253012048,1.170685973797326,0.24474998748426854
prompt_last,35,0.7491849597913497,0.7066666666666667,0.47619047619047616,1.0816790367349858,0.2196409034582419
prompt_last,36,0.7244077374483807,0.6866666666666666,0.45977011494252873,1.0770968994918109,0.22726311707917174
answer_first,0,0.586068246033471,0.6066666666666667,0.33707865168539325,1.1358946927128333,0.27568433790368285
answer_first,1,0.5522712453814388,0.62,0.4,1.9647949013355288,0.3009110715423444
answer_first,2,0.5703108019995654,0.6666666666666666,0.4186046511627907,1.9919086609004133,0.26522715712050227
answer_first,3,0.605520539013258,0.7133333333333334,0.4691358024691358,1.7974833084164812,0.24185865598983985
answer_first,4,0.6183438382960226,0.7,0.4578313253012048,1.5851656027014362,0.2354894956734397
answer_first,5,0.6057378830688982,0.6866666666666666,0.45977011494252873,1.8499764863880424,0.27151080161257773
answer_first,6,0.5544446859378396,0.64,0.4,2.183649930213261,0.31616133349277087
answer_first,7,0.5948706802868942,0.6933333333333334,0.4523809523809524,2.06269679082632,0.2524980169610853
answer_first,8,0.6016083460117365,0.7,0.4444444444444444,1.7862015151593869,0.25439285465023914
answer_first,9,0.5733536187785264,0.68,0.4,1.8358268007491465,0.247720183042936
answer_first,10,0.5772658117800479,0.6666666666666666,0.358974358974359,2.0747871628464942,0.27503307761739265
answer_first,11,0.5892197348402521,0.6533333333333333,0.3953488372093023,1.8031032269250795,0.28690453585038633
answer_first,12,0.6474679417517931,0.74,0.4507042253521127,1.3057512353006622,0.19905965362823766
answer_first,13,0.655509671810476,0.6933333333333334,0.46511627906976744,1.326124954567846,0.25543412947613964
answer_first,14,0.6565963920886764,0.72,0.475,1.4548759056736642,0.23292323055056213
answer_first,15,0.7480982395131495,0.7533333333333333,0.5647058823529412,1.0321717871747853,0.200521804186018
