layer,rescue_mean,rescue_sem,corruption_mean,corruption_sem
0,-0.0125,0.008814248250544242,0.005208333333333333,0.005946022149147114
1,-0.0234375,0.007277702402334438,0.005208333333333333,0.00516474818772344
2,-0.005208333333333333,0.009350856256593907,0.014583333333333334,0.005959692929574041
3,0.007291666666666667,0.012156001556539581,0.007291666666666667,0.0066031588785918135
4,-0.008854166666666666,0.011694805785028543,0.0,0.007216878364870322
5,-0.016666666666666666,0.016312424613136436,0.005208333333333333,0.008107843353358063
6,-0.0296875,0.014683898051238533,0.0020833333333333333,0.007506748507053371
7,0.0005208333333333333,0.02120107299733732,0.008333333333333333,0.010568340210970452
8,-0.0078125,0.026048176269734633,0.004166666666666667,0.007776537599538568
9,0.005729166666666666,0.03378190739244543,0.0010416666666666667,0.010467756655470563
10,0.04583333333333333,0.04834762420433606,0.007291666666666667,0.014738141615788517
11,0.0796875,0.05409362563372317,0.010416666666666666,0.017992008900043897
12,0.2864583333333333,0.11562304490339066,0.004166666666666667,0.032935999948272274
13,0.5723958333333333,0.1781181341066297,0.042708333333333334,0.0388498843335663
14,0.7130208333333333,0.2029118695781074,0.0875,0.041931450341930444
15,1.0333333333333334,0.3422868693448901,0.24166666666666667,0.11083320279858651
16,0.9005208333333333,0.4053686297034186,0.22135416666666666,0.130052597838612
17,1.0057291666666666,0.4710703517467953,0.4744791666666667,0.1927019870388949
18,1.2953125,0.5180364617632102,0.5890625,0.24485656830234037
19,1.296875,0.541000943066928,0.60859375,0.2613611583299064
20,1.3854166666666667,0.5623450146567135,0.6052083333333333,0.26370652850126763
21,1.4627604166666666,0.5794270355415085,0.62578125,0.27058793595024544
22,1.5369791666666666,0.6090144239774274,0.6765625,0.2849677839902721
23,1.5506510416666666,0.608043848889981,0.7111979166666667,0.292578441780227
24,1.5841145833333334,0.6132779980083041,0.7263020833333333,0.29841420513057426
25,1.6440104166666667,0.630395341966191,0.7736979166666667,0.3158641600403851
26,1.60625,0.6545796367655012,0.78203125,0.321287984684531
27,1.6453125,0.6647045813344818,0.7932291666666667,0.322814240868258
28,1.722265625,0.7248853670309241,0.84921875,0.3442214008494162
29,1.7310546875,0.7343820807654445,0.8451822916666667,0.35419344891778454
30,2.126822916666667,0.7932533691169418,0.9108072916666666,0.36632120639242693
31,2.2967936197916665,0.89078749939676,1.0563802083333333,0.40805892148904394
