layer,mean_correct,mean_incorrect,sem_correct,sem_incorrect
0,-30.662721197289155,-102.782626953125,6.716238738519589,4.471072310852396
1,-2.2019366528614457,-4.305247802734375,0.6093371863508781,0.3998451476980047
2,-2.2271507906626504,-3.6599740600585937,0.6371217359283835,0.44997326536605803
3,-2.147425640060241,-3.500623779296875,0.630161481389145,0.4526037233565139
4,-1.8855892319277108,-3.130225830078125,0.5600608787502703,0.41103136916387445
5,-1.6961361069277108,-2.8531201171875,0.5179395873070479,0.37779884377418604
6,-1.4769390060240963,-2.6357211303710937,0.44681652444625747,0.35872085149569394
7,-1.4681087631777108,-2.5661456298828127,0.43767102911407374,0.34943086293194603
8,-1.512183499623494,-2.6731610107421875,0.44275727596404424,0.34592699415287204
9,-1.5775720067771084,-2.711132354736328,0.47886511103597995,0.3555739017834119
10,-1.5823158356080573,-2.8093084716796874,0.4840267156863873,0.35251610607646344
11,-1.4398296310240963,-2.500155029296875,0.43695296214191626,0.3353395144084162
12,-1.3491622740963856,-2.285899658203125,0.4529775126758949,0.349964106070105
13,-1.0027061370481927,-1.2428053569793702,0.35794346974917085,0.3204849614802455
14,-1.022362398814006,-0.9422198486328125,0.32923548459233776,0.30781022560697474
15,-0.9419739504894579,-0.5271514892578125,0.32268523327875753,0.2762196088764666
16,-0.7936335184487951,-0.23628219604492187,0.2926592852472733,0.291548332356653
17,-0.7604362763554217,-0.27968070983886717,0.30509335149858785,0.26025059915956883
18,-0.7121376129518072,-0.2727305221557617,0.32193656464354925,0.2837287287575425
19,-0.5516989834337349,-0.004087371826171875,0.28467616534705914,0.27454658479025507
20,-0.5509871517319277,0.21762008666992189,0.28146748761148194,0.2697678738909141
21,-0.6034567959337349,0.19272003173828126,0.2882983040419669,0.29046240968884984
22,-0.6261706984186747,0.2993792724609375,0.29607533451245693,0.2809118705031074
23,-0.6307240681475904,0.40455020904541017,0.2879690655142024,0.31716721265314674
24,-0.8424557605421686,0.42989322662353513,0.3564360786184821,0.3628116292314772
25,-0.7759200865963856,0.78936767578125,0.34709208455907775,0.39784750475661157
26,-0.6228939194277109,0.795673828125,0.3191486782289127,0.38059248882638835
27,-0.4958819653614458,0.7466510009765625,0.3231427743877823,0.41783792708985584
28,-0.7537738846009037,0.683114013671875,0.3784588581218616,0.458953424594799
29,-0.6810993975903614,0.733701171875,0.3883890361312656,0.4960770064952336
30,-0.7240446159638554,0.9469647216796875,0.4099522602383996,0.5233081381571687
31,-0.5603468561746988,1.1283966064453126,0.3434993638817456,0.45016914730325197
32,-0.5963384789156626,1.33058349609375,0.41445414806378744,0.499037906245896
33,-0.747105609939759,0.9661782836914062,0.4441883042638551,0.5223446356520028
34,-0.7080666415662651,0.5846686553955078,0.41542540202742556,0.40918781196665854
35,-0.28020872552710846,-0.4010003662109375,0.29160630211471045,0.31818176757639854
36,-0.2510265672063253,-1.6536152648925782,0.3967691872316965,0.5121481346400898
