position,layer,auc,acc,f1,logloss,ece
prompt_last,0,0.5,0.10416666666666667,0.18867924528301888,0.6931471805599453,0.3958333333333333
prompt_last,1,0.5367441860465116,0.7916666666666666,0.10714285714285714,0.9590281715333977,0.18675959569366563
prompt_last,2,0.590139534883721,0.8375,0.23529411764705882,0.7920490673934281,0.13557828376864012
prompt_last,3,0.6212093023255814,0.825,0.16,0.7130157760409855,0.13257537243168252
prompt_last,4,0.6329302325581395,0.8375,0.1702127659574468,0.7136278179910993,0.13156685069344354
prompt_last,5,0.6481860465116279,0.825,0.2222222222222222,0.7097219466812796,0.15784286646411108
prompt_last,6,0.657860465116279,0.8375,0.23529411764705882,0.7112260607902385,0.14594822422617076
prompt_last,7,0.6331162790697674,0.8291666666666667,0.19607843137254902,0.7587951409222136,0.14858815920545315
prompt_last,8,0.6225116279069768,0.8166666666666667,0.15384615384615385,0.824068466970532,0.1697094960474018
prompt_last,9,0.6718139534883721,0.8083333333333333,0.17857142857142858,0.7906592372576394,0.15882314495284902
prompt_last,10,0.6695813953488372,0.8166666666666667,0.2413793103448276,0.7846752223092527,0.15053393640589302
prompt_last,11,0.649860465116279,0.8083333333333333,0.17857142857142858,0.816148686803492,0.15873509345739828
prompt_last,12,0.6714418604651163,0.8291666666666667,0.22641509433962265,0.7518833543617149,0.14751000960962948
prompt_last,13,0.7006511627906977,0.8166666666666667,0.2413793103448276,0.7482047247924738,0.14948914888237635
prompt_last,14,0.6866976744186047,0.8416666666666667,0.2692307692307692,0.7743278047724156,0.14316086487464047
prompt_last,15,0.6785116279069767,0.8416666666666667,0.20833333333333334,0.7153917720706547,0.12714638028159478
prompt_last,16,0.6623255813953488,0.8291666666666667,0.16326530612244897,0.7546842114848452,0.13912672152539463
prompt_last,17,0.6731162790697675,0.8541666666666666,0.2857142857142857,0.7011136132099052,0.13929122111770395
prompt_last,18,0.7272558139534884,0.8333333333333334,0.23076923076923078,0.6904289852814576,0.12706429333297176
prompt_last,19,0.7172093023255813,0.8625,0.2978723404255319,0.6118730875358106,0.1043707423949488
prompt_last,20,0.7203720930232559,0.8541666666666666,0.3137254901960784,0.663318007707731,0.1283388271529241
prompt_last,21,0.7235348837209302,0.8416666666666667,0.2962962962962963,0.7382130439295802,0.121085042100531
prompt_last,22,0.6945116279069767,0.85,0.3076923076923077,0.7737938170342827,0.1264159774331669
prompt_last,23,0.6835348837209303,0.8333333333333334,0.3103448275862069,0.8664160406209048,0.15023153864822697
prompt_last,24,0.6941395348837209,0.8333333333333334,0.2857142857142857,0.7720376495466612,0.15015499551906047
prompt_last,25,0.6554418604651163,0.8625,0.26666666666666666,0.7030327575071482,0.13272013223291873
prompt_last,26,0.6885581395348837,0.8333333333333334,0.23076923076923078,0.688350764607115,0.13382657246560575
prompt_last,27,0.7131162790697675,0.8416666666666667,0.2962962962962963,0.7434525550710831,0.1410975051947876
prompt_last,28,0.730046511627907,0.8333333333333334,0.2857142857142857,0.7334177412217177,0.13616307155121052
prompt_last,29,0.732093023255814,0.825,0.3,0.7791333204563277,0.15531522600294825
prompt_last,30,0.7051162790697675,0.8291666666666667,0.2807017543859649,0.7707917364749791,0.1484461052276189
prompt_last,31,0.7134883720930232,0.8333333333333334,0.2857142857142857,0.7469803890761837,0.1367673076612397
prompt_last,32,0.6822325581395349,0.8416666666666667,0.20833333333333334,0.7721430150827313,0.12011669305993423
prompt_last,33,0.6269767441860465,0.8208333333333333,0.21818181818181817,0.9352259198737891,0.14016939316676075
prompt_last,34,0.6762790697674419,0.8375,0.2909090909090909,0.8077354420469073,0.13567811525636325
prompt_last,35,0.6645581395348837,0.8416666666666667,0.20833333333333334,0.7928491916410304,0.12570481291092703
prompt_last,36,0.6705116279069767,0.8708333333333333,0.27906976744186046,0.7326633489438549,0.11699707381168807
answer_first,0,0.6975813953488372,0.6791666666666667,0.33043478260869563,0.5796507855759018,0.20238417569040487
answer_first,1,0.7613023255813953,0.8166666666666667,0.37142857142857144,0.6500504218607805,0.13871340450097436
answer_first,2,0.8111627906976744,0.8291666666666667,0.4225352112676056,0.5506979028546823,0.13416084993215774
answer_first,3,0.7681860465116278,0.8,0.22580645161290322,0.6583188285662194,0.1285354429158561
answer_first,4,0.7274418604651163,0.8166666666666667,0.2903225806451613,0.7015033368354778,0.13965782024839626
